epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
55,0.9791666865348816,0.0010000000474974513,0.18111379444599152,1.0,0.13850636780261993
56,0.9791666865348816,0.0010000000474974513,0.1767173558473587,1.0,0.13133640587329865
57,0.9791666865348816,0.0010000000474974513,0.17185819149017334,1.0,0.1228593960404396
58,0.96875,0.0010000000474974513,0.16836540400981903,1.0,0.11627024412155151
59,0.96875,0.0010000000474974513,0.16628898680210114,1.0,0.1176324412226677
60,0.96875,0.0010000000474974513,0.16183625161647797,1.0,0.11915729194879532
61,0.9791666865348816,0.0010000000474974513,0.15880565345287323,1.0,0.12102662771940231
62,0.9791666865348816,0.0010000000474974513,0.1584709733724594,1.0,0.11742464452981949
63,0.9791666865348816,0.0010000000474974513,0.15383468568325043,1.0,0.10775181651115417
64,0.96875,0.0010000000474974513,0.1514824628829956,1.0,0.10144910961389542
65,0.96875,0.0010000000474974513,0.15192264318466187,1.0,0.10632547736167908
66,0.96875,0.0010000000474974513,0.14633820950984955,1.0,0.10828098654747009
67,0.9791666865348816,0.0010000000474974513,0.14393411576747894,1.0,0.10201992839574814
68,0.96875,0.0010000000474974513,0.14253395795822144,1.0,0.09415662288665771
69,0.96875,0.0010000000474974513,0.1398288607597351,1.0,0.09847131371498108
70,0.9791666865348816,0.0010000000474974513,0.13670898973941803,1.0,0.1015537902712822
71,0.9791666865348816,0.0010000000474974513,0.13513876497745514,1.0,0.09776607900857925
72,0.9791666865348816,0.0010000000474974513,0.13289931416511536,1.0,0.09551125019788742
73,0.96875,0.0010000000474974513,0.13144223392009735,1.0,0.090462327003479
74,0.96875,0.0010000000474974513,0.12987209856510162,1.0,0.09211575984954834
75,0.9791666865348816,0.0010000000474974513,0.12818874418735504,1.0,0.09491723775863647
76,0.9791666865348816,0.0010000000474974513,0.1262664943933487,1.0,0.08850207924842834
77,0.9791666865348816,0.0010000000474974513,0.12458693981170654,1.0,0.08648142963647842
78,0.96875,0.0010000000474974513,0.12592417001724243,1.0,0.08120077848434448
79,0.96875,0.0010000000474974513,0.12505924701690674,1.0,0.09376721829175949
80,0.96875,0.0010000000474974513,0.12220805138349533,1.0,0.08890694379806519
81,0.96875,0.0010000000474974513,0.12386362999677658,1.0,0.07461892813444138
82,0.9791666865348816,0.0010000000474974513,0.12091859430074692,1.0,0.08465901762247086
83,0.9791666865348816,0.0010000000474974513,0.11795815080404282,1.0,0.08329189568758011
84,0.9791666865348816,0.0010000000474974513,0.11629273742437363,1.0,0.08426760882139206
85,0.9791666865348816,0.0010000000474974513,0.11404494196176529,1.0,0.07689065486192703
86,0.96875,0.0010000000474974513,0.11360981315374374,1.0,0.07233235985040665
87,0.96875,0.0010000000474974513,0.113849937915802,1.0,0.07399020344018936
88,0.9479166865348816,0.0010000000474974513,0.12330597639083862,1.0,0.09675413370132446
89,0.96875,0.0010000000474974513,0.11232906579971313,1.0,0.07604873180389404
90,0.96875,0.0010000000474974513,0.11046992987394333,1.0,0.0654366984963417
91,0.96875,0.0010000000474974513,0.1103958711028099,1.0,0.07067233324050903
92,0.96875,0.0010000000474974513,0.10893819481134415,1.0,0.08383873850107193
93,0.96875,0.0010000000474974513,0.11214473843574524,1.0,0.0843716487288475
94,0.96875,0.0010000000474974513,0.10813381522893906,1.0,0.06403326988220215
95,0.96875,0.0010000000474974513,0.10972505807876587,1.0,0.062219828367233276
96,0.9791666865348816,0.0010000000474974513,0.10402103513479233,1.0,0.07600514590740204
97,0.9895833134651184,0.0010000000474974513,0.10634579509496689,1.0,0.09025270491838455
98,0.9583333134651184,0.0010000000474974513,0.11320501565933228,1.0,0.06657698005437851
99,0.9791666865348816,0.0010000000474974513,0.10535234212875366,1.0,0.07322647422552109
